"","y","x.1","x.2","x.3","x.4","x.5","x.6","x.7","x.8","x.9","x.10"
"1",303.102082314175,33.4141103962902,43.9995626970194,37.7865730570629,29.3256805525161,31.876858868869,26.0770087330602,56.2400546025019,3.32783024152741,99.0629854099825,48.0761146170553
"2",135.984066372987,83.8162748077884,22.2418709695339,32.523880796507,53.9624520419165,78.4476228125859,42.1734844802413,2.11631880840287,25.2802985645831,30.6569483454805,59.0115458772052
"3",94.5185764407718,3.90679126000032,8.05492404429242,76.1903447033837,54.3591181433294,2.3731814159546,93.981274249265,21.3423675922677,4.43840666045435,59.8099141181447,12.5521257878281
"4",333.506564322015,32.9690352082253,30.809450420551,57.9353354896884,27.5359193850309,98.5005588082131,72.7622673597652,78.13068288262,79.6328736445867,68.7722847645637,6.35435451148078
"5",500.798609745215,93.8172226701863,72.0248540097382,97.9738738988526,53.9321338851005,89.1455432889052,46.3437088851351,83.7611540001817,96.6456477225292,21.6702570978086,86.5939830532297
"6",291.038940148076,33.4735564650036,89.2624200521968,28.4811175686773,85.99810463842,67.6447615141515,43.0654855135363,7.77627656864934,82.8739998547826,24.9532549795695,64.9304064903408
"7",379.328442701578,64.2227625402156,72.1184909511358,17.783917527413,71.5505292045418,51.0468667489477,99.9156144082081,47.0837359011639,38.6188922869042,5.52871604613028,95.1686950533185
"8",293.157796722313,32.3515124856494,20.3813732217532,13.0902104438283,85.0160393347032,50.295535229845,77.7931516026147,70.5749579814728,21.724389672745,3.62701206398197,64.8285471387208
"9",411.839488890228,72.9998039598577,65.6689841998741,59.2446740048472,58.4103498887271,35.430925286375,31.9893533217255,62.1989723036531,27.9716102466919,41.1250303774141,40.8240140099078
"10",387.369888603329,82.3368085105903,48.1153492496815,83.8714774667751,22.5638761883602,44.4620961321052,14.0625629553106,68.9220994128846,98.6748919209931,25.6868591401726,21.7855171638075
"11",374.225409181258,68.6462332706433,9.3535427947063,79.2061092855874,96.3006126924884,15.1164500212763,78.3448745287023,98.9196722644847,72.0831917310134,92.1262509319931,25.757165718358
"12",427.274239465333,9.27057149610482,77.6210493375547,93.845767065417,15.6984345850069,83.5764815667644,3.06610361975618,75.621141125448,61.1053185595665,73.2042679002043,51.8121307052206
"13",415.404664190168,80.7949823185336,92.7670941983815,31.5407398536336,88.3770523229614,5.52334720874205,19.4376762306783,35.8516596120317,56.7396610192955,56.3529755768832,57.0057834819891
"14",347.465646381236,28.72328945552,30.4761194693856,99.2511180292349,43.6254009536933,39.5972553312313,65.1546164134052,84.4868868286721,53.9521675347351,48.7132548172958,73.7578433274757
"15",108.948090810451,97.5860699207988,6.01697842869908,17.3473692662083,23.7897084781434,94.8138293751981,2.14555567875504,5.76755072013475,51.0493832812645,62.7311526653357,1.76581183727831
"16",210.55710193731,94.12662466662,19.44663329795,44.4108526043128,16.4681031412911,82.6622105732094,26.9789193614852,31.0820507826284,65.1478554341011,20.6478631051723,35.356548889773
"17",344.070469729966,96.6405001212843,84.125561599154,9.53806878998876,92.5126504362561,2.95513465441763,11.0658673704602,14.4835439876188,27.9668102660216,56.1569530009292,52.0620270480867
"18",214.472602571963,58.2538125936408,3.58495753491297,27.8191629850771,23.8310200520791,39.9300767569803,7.00416673906147,55.9921217937954,64.3326414600015,45.6379425378982,48.5778698688373
"19",99.4441486440689,86.7684468147345,6.93992947181687,13.7988821808249,13.4227362964302,97.0520583793987,19.4884026264772,5.76700067240745,76.3874616352841,83.2489335273858,12.283140163403
"20",456.35371664974,9.57342572789639,87.8395812641829,91.7170980349183,83.295042154612,93.0163115274627,59.1447632969357,71.6349823335186,60.5734436134808,69.0488884681836,19.7273234161548
"21",59.9067079597776,32.3056828123517,2.43465168704279,89.9358217045665,83.0477381562814,1.22799975029193,97.8315164160449,4.54093647422269,46.916000848636,25.6998292531352,48.0866507866886
"22",372.038097124965,39.4681902497541,58.3697263412178,1.16607451369055,9.0479528689757,11.0893118323293,1.08044314896688,67.3836531457491,98.8758004780393,7.47841232060455,26.0928833137732
"23",246.654570962743,7.54376464290544,91.4717878126539,44.767072345363,4.10045824036933,9.71143312449567,49.7744791645091,1.86078027542681,92.849078578176,55.2994809411466,53.6641476496588
"24",194.273812878665,22.0686938029248,55.4435340682976,99.2773127988912,7.78081963141449,83.7212605227251,74.8426623549312,12.7071486134082,61.7739277225919,76.4949624394067,59.8225643860642
"25",308.703629167843,23.7686158777215,40.6597510140855,80.8641071342863,26.6053523833398,38.5285332500935,48.2309743391816,64.4561525415629,98.5567094772123,80.9471106110141,23.2023528872523
"26",185.148335181647,52.2849111678079,27.6015431699343,43.600240240572,52.9720256116707,81.3229942298494,8.76206056657247,21.8700884021819,8.30544361937791,81.3534503884148,13.268693174934
"27",95.5504835931579,14.8488891778979,18.2668482065201,38.7884158070665,85.2801188782323,54.3419958073646,3.26320593780838,7.75424854364246,72.7330095367506,55.7012209752575,94.2098868591711
"28",129.956278645279,32.4911800753325,7.74960097111762,49.2973378051538,86.7811789801344,29.1905651534908,65.8339159521274,25.9533104605507,49.8649253312033,58.138116624672,25.8538721441291
"29",349.350960051517,67.1117607255001,44.5467385265511,34.7844989537261,98.1928386720829,50.9505804828368,80.2036302320193,57.8951954208314,85.4032975523733,73.9208495093044,96.8545707766898
"30",462.723083412891,91.617467433447,67.3256742935628,8.7670748452656,25.814522421686,67.0290730600245,8.51385680236854,76.2584825081285,18.4839217772242,1.67089832783677,81.4166030960623
"31",216.13287402513,17.9450371398125,49.7873663196806,36.2899524993263,86.9115874522831,85.763414027635,51.1833768945653,20.4675441002473,44.9992104424164,55.9144920180552,13.4379228737671
"32",351.720488192281,70.2772849351168,84.7423328610603,5.37175707006827,91.6062853501644,21.4847128354013,94.1470734970644,22.3686582499649,41.1165090517607,69.9556221275125,16.21266273316
"33",366.783982266071,14.4282340297941,51.4616451708134,49.9778158331756,52.6636457087006,56.2382421626244,76.9631262167823,74.166926543694,54.3795469892211,34.7443183164578,22.8397640439216
"34",137.241409213931,21.2644099730533,24.7523811822757,17.9005895354785,6.07503346190788,7.27961569512263,5.80207277857699,19.6807686747052,71.2671934035607,56.3903644159436,38.7944312957115
"35",222.833510365722,42.6158373896033,61.2185183265246,81.5162195907906,2.89352569007315,33.0611850176938,46.2767051749397,11.3492822106928,90.0569152315147,30.6180261587724,6.38830105168745
"36",424.870399177076,44.1154484155122,62.7474971020129,72.2389575808775,49.1916372473352,85.3071020811331,89.4733655338641,78.5502938781865,48.9516589590348,50.9947357641067,44.650707205059
"37",372.510328396471,46.0870600454509,71.5083282834385,41.1617823846173,58.2449790295213,42.9299784910399,30.4524136870168,50.2777138263918,8.11184625071473,91.51013088529,2.48237982369028
"38",282.014004714952,3.03799256891944,69.7969896122813,42.8100055051036,23.5250798549969,88.5434991901275,21.3585770467762,33.7846763031557,39.9373921405058,51.641976069659,55.3034589965828
"39",283.246048511627,63.6241274557542,72.5960936148185,9.93782438337803,86.488349940395,30.2594344795216,14.4705189459492,13.1625886617694,81.3356820004992,89.3269730384927,57.4065439272672
"40",438.011504026229,83.6846294600982,94.8085438183043,92.5028700376861,79.4784898636863,39.5031472661067,33.5403342368081,41.9800842602272,60.2418820213061,30.4631437552162,12.4627250875346
"41",102.31983047994,39.1396198864095,2.67447258834727,12.7899962014053,83.5770633316133,15.7865365659818,33.461978609208,17.7926289713942,96.8039014302194,95.2321223122999,83.8553680733312
"42",160.197844457155,63.7405714970082,2.38770617498085,11.7687384239398,23.7331736539491,94.8897909824736,71.1559779390227,36.5330948701594,81.24336742796,8.37627809401602,88.2673148855101
"43",313.792435423668,77.7391386814415,53.9698609863408,67.9696309089195,43.0274920207448,93.2682969821617,27.6977089524735,37.6840658786241,78.798967337003,39.141476306133,3.55489081004634
"44",440.014337587648,73.4234321501572,78.9781932998449,20.6132081160322,89.2429960351437,11.1324355925899,75.1441772067919,57.9297564341687,46.1281424309127,64.0016556857154,85.481940731639
"45",405.836814980654,44.0481375840027,65.8200257890858,71.9075768177863,95.9538112538867,48.9705542959273,38.6522938043345,66.3079450228252,71.5499715041369,99.0870003651362,74.2198491657618
