"x1" "x2" "x3"
"1" 9.9897317099385 5.11599462246522 6.21604283573106
"2" 0.0780164240859449 7.68794361269102 5.21578354993835
"3" 2.92017553467304 2.39023093134165 0.346470775548369
"4" 4.41949773812667 5.6856820336543 2.63268747832626
"5" 3.09835171094164 4.59780918434262 9.47287359740585
"6" 5.82017131848261 0.865731944795698 6.57527456292883
"7" 1.51217602891847 4.18857305543497 4.21640077373013
"8" 4.41849173977971 2.63829533243552 6.83594648959115
"9" 4.13226173724979 4.35185936512426 2.45464423904195
"10" 0.383862520102412 2.69010686548427 8.16342637408525
"11" 2.41219240007922 0.846144591923803 9.06318014021963
"12" 9.16694886283949 5.66674874164164 4.84847604762763
"13" 2.38452707417309 1.95723544573411 8.07007369352505
"14" 5.03671402577311 1.12189114093781 9.97627936536446
"15" 6.56486087944359 3.96716980496421 5.28103583259508
"16" 5.99280392285436 2.72997905034572 5.81371961161494
"17" 5.40201430907473 3.84543045423925 3.52195115294307
"18" 7.22165734041482 9.98729952611029 7.96363275498152
"19" 3.88415270484984 5.35186239983886 3.2685480476357
"20" 8.37971989065409 7.53964390838519 5.71549032349139
"21" 3.82062164135277 6.53284009546041 1.6755815083161
"22" 2.59966684505343 3.95610364153981 9.18903993675485
"23" 1.44705372396857 5.72527084965259 5.30801616841927
"24" 4.97703484026715 6.66212507290766 5.99196976283565
"25" 2.48552863486111 2.70156995626166 0.0473046372644603
"26" 2.00017053168267 1.72589553752914 3.31057539908215
"27" 2.21077302470803 7.00335962697864 4.71845035906881
"28" 0.719374113250524 5.89929586276412 7.44108157465234
"29" 6.15602247184142 9.1283899359405 0.510774184949696
"30" 3.38806256651878 4.58476035157219 3.6625096690841
"31" 7.37522320589051 4.26733503816649 8.0584478401579
"32" 0.340353611391038 4.25035580527037 8.39525630464777
"33" 9.12554847076535 9.64891860028729 4.18233727104962
"34" 6.08178796013817 4.70427217660472 6.56757070217282
"35" 2.28692848468199 3.7835307023488 5.90833098860458
"36" 5.80746325664222 4.41514316014946 8.58927077613771
"37" 1.95935135707259 3.08777235681191 9.20734170358628
"38" 8.09719176031649 9.17138003977016 0.263727402780205
"39" 7.1592302271165 8.12781628454104 5.42864385293797
"40" 5.53041143575683 5.310277226381 7.68935708794743
"41" 7.88106444524601 7.10567019646987 8.66447381209582
"42" 3.228032537736 5.83848711336032 7.58300287416205
"43" 6.70778066385537 9.46681295987219 8.72983454028144
"44" 6.62823041900992 1.68034765403718 1.26205329783261
"45" 6.28713773097843 4.91964524379 1.04049376444891
"46" 3.32030411809683 5.97475205082446 5.20883181830868
